file: /dev/rdsk/c1t5000CCA0805CC741d0s2
size: 0x1177082f400
buffer size: 8192
writers: 2
readers: 0
using initial write LBA: 0x8bb8416000
                TIME  NREADS RDLATus  NWRITE WRLATus          WRLBA WR
2017-11-03T20:49:44Z       0       0 28291011      91 0x00c1ae3a0000  0
2017-11-03T20:49:45Z       0       0 28312553      91 0x00c1b8bec000  0
2017-11-03T20:49:46Z       0       0 28332856      91 0x00c1c2a8a000  0
2017-11-03T20:49:47Z       0       0 28352950      91 0x00c1cc786000  0
2017-11-03T20:49:48Z       0       0 28373136      91 0x00c1d653a000  0
2017-11-03T20:49:49Z       0       0 28394195      91 0x00c1e09c0000  0
2017-11-03T20:49:50Z       0       0 28415253      91 0x00c1eae44000  0
2017-11-03T20:49:51Z       0       0 28435201      91 0x00c1f4a1c000  0
2017-11-03T20:49:52Z       0       0 28455305      91 0x00c1fe72c000  0
2017-11-03T20:49:53Z       0       0 28475886      91 0x00c2087f6000  0
2017-11-03T20:49:54Z       0       0 28497427      91 0x00c213040000  0
2017-11-03T20:49:55Z       0       0 28518968      91 0x00c21d88a000  0
2017-11-03T20:49:56Z       0       0 28538846      91 0x00c2273d6000  0
2017-11-03T20:49:57Z       0       0 28558939      91 0x00c2310d0000  0
2017-11-03T20:49:58Z       0       0 28579180      91 0x00c23aef2000  0
2017-11-03T20:49:59Z       0       0 28600723      91 0x00c245740000  0
2017-11-03T20:50:00Z       0       0 28622265      91 0x00c24ff8c000  0
2017-11-03T20:50:01Z       0       0 28642483      91 0x00c259d80000  0
2017-11-03T20:50:02Z       0       0 28662691      91 0x00c263b60000  0
2017-11-03T20:50:03Z       0       0 28682670      91 0x00c26d776000  0
2017-11-03T20:50:04Z       0       0 28703609      91 0x00c277b0c000  0
2017-11-03T20:50:05Z       0       0 28724548      91 0x00c281ea2000  0
2017-11-03T20:50:06Z       0       0 28744811      91 0x00c28bcf0000  0
2017-11-03T20:50:07Z       0       0 28764914      91 0x00c2959fe000  0
2017-11-03T20:50:08Z       0       0 28785066      91 0x00c29f76e000  0
2017-11-03T20:50:09Z       0       0 28806608      91 0x00c2a9fba000  0
2017-11-03T20:50:10Z       0       0 28827782      91 0x00c2b4526000  0
2017-11-03T20:50:11Z       0       0 28848178      91 0x00c2be47e000  0
2017-11-03T20:50:12Z       0       0 28868389      91 0x00c2c8264000  0
2017-11-03T20:50:13Z       0       0 28888602      91 0x00c2d204e000  0
2017-11-03T20:50:14Z       0       0 28909898      91 0x00c2dc6ae000  0
2017-11-03T20:50:15Z       0       0 28931440      91 0x00c2e6efa000  0
2017-11-03T20:50:16Z       0       0 28952053      91 0x00c2f1004000  0
2017-11-03T20:50:17Z       0       0 28972146      91 0x00c2facfe000  0
2017-11-03T20:50:18Z       0       0 28992210      91 0x00c3049be000  0
